2023-10-01 12:49:17,378 root DEBUG client.py                 864   run_test_case_thread_entry : Starting TestCase wrapper GAP GAP/ADV/BV-01-C
2023-10-01 12:49:20,777 root DEBUG testcase.py               246   start                     : Starting test function: class=<class 'autopts.ptsprojects.testcase.TestFunc'>, func=<function test_cases.<locals>.<lambda> at 0x0000011FA9468280> start_wid=None stop_wid=None post_wid=None skip_call=None call_count=1 args=() kwds={}
2023-10-01 12:49:20,777 root DEBUG testcase.py               258   start                     : Test function parameters: args=(), kwds={}
2023-10-01 12:49:20,779 root DEBUG testcase.py               246   start                     : Starting test function: class=<class 'autopts.ptsprojects.testcase.TestFunc'>, func=<function test_cases.<locals>.<lambda> at 0x0000011FA9468310> start_wid=None stop_wid=None post_wid=None skip_call=None call_count=1 args=() kwds={}
2023-10-01 12:49:20,779 root DEBUG testcase.py               258   start                     : Test function parameters: args=(), kwds={}
2023-10-01 12:49:20,781 root DEBUG testcase.py               246   start                     : Starting test function: class=<class 'autopts.ptsprojects.testcase.TestFunc'>, func=<function core_reg_svc_gatt at 0x0000011FA7F704C0> start_wid=None stop_wid=None post_wid=None skip_call=None call_count=1 args=() kwds={}
2023-10-01 12:49:20,781 root DEBUG testcase.py               258   start                     : Test function parameters: args=(), kwds={}
2023-10-01 12:49:20,781 root DEBUG btp.py                    432   core_reg_svc_gatt         : core_reg_svc_gatt
2023-10-01 12:49:20,782 root DEBUG iutctl_common.py          104   send                      : send, 0 3 255 '2'
2023-10-01 12:49:20,782 root DEBUG iutctl_common.py          109   send                      : sending frame '0003ff010002'
2023-10-01 12:49:20,782 root DEBUG btp.py                    586   core_reg_svc_rsp_succ     : core_reg_svc_rsp_succ
2023-10-01 12:49:20,782 root DEBUG iutctl_common.py          217   read                      : read
2023-10-01 12:49:20,838 root DEBUG iutctl_common.py          72    read                      : Read 5 bytes
2023-10-01 12:49:20,860 root DEBUG iutctl_common.py          81    read                      : Received: hdr: Header(svc_id=0, op=3, ctrl_index=255, data_len=0) bytearray(b'\x00\x03\xff\x00\x00')
2023-10-01 12:49:20,871 root DEBUG iutctl_common.py          97    read                      : Received data: {''}, bytearray(b'')
2023-10-01 12:49:20,877 root DEBUG btp.py                    597   core_reg_svc_rsp_succ     : received Header(svc_id=0, op=3, ctrl_index=255, data_len=0) (b'',)
2023-10-01 12:49:20,877 root DEBUG btp.py                    598   core_reg_svc_rsp_succ     : expected ((0, 3, 255, 0), (b'',))
2023-10-01 12:49:20,877 root DEBUG btp.py                    603   core_reg_svc_rsp_succ     : response is valid
2023-10-01 12:49:20,877 root DEBUG testcase.py               246   start                     : Starting test function: class=<class 'autopts.ptsprojects.testcase.TestFunc'>, func=<bound method Stack.gatt_init of <autopts.ptsprojects.stack.Stack object at 0x0000011FA922DFF0>> start_wid=None stop_wid=None post_wid=None skip_call=None call_count=1 args=() kwds={}
2023-10-01 12:49:20,878 root DEBUG testcase.py               258   start                     : Test function parameters: args=(), kwds={}
2023-10-01 12:49:20,878 root DEBUG testcase.py               246   start                     : Starting test function: class=<class 'autopts.ptsprojects.testcase.TestFunc'>, func=<function gap_set_io_cap at 0x0000011FA7F730A0> start_wid=None stop_wid=None post_wid=None skip_call=None call_count=1 args=(4,) kwds={}
2023-10-01 12:49:20,878 root DEBUG testcase.py               258   start                     : Test function parameters: args=(4,), kwds={}
2023-10-01 12:49:20,878 root DEBUG gap.py                    646   gap_set_io_cap            : gap_set_io_cap 4
2023-10-01 12:49:20,878 root DEBUG iutctl_common.py          104   send                      : send, 1 16 0 '\x04'
2023-10-01 12:49:20,878 root DEBUG iutctl_common.py          109   send                      : sending frame '011000010004'
2023-10-01 12:49:20,879 root DEBUG gap.py                    959   gap_command_rsp_succ      : gap_command_rsp_succ
2023-10-01 12:49:20,879 root DEBUG iutctl_common.py          217   read                      : read
2023-10-01 12:49:20,930 root DEBUG iutctl_common.py          72    read                      : Read 5 bytes
2023-10-01 12:49:20,930 root DEBUG iutctl_common.py          81    read                      : Received: hdr: Header(svc_id=1, op=16, ctrl_index=0, data_len=0) bytearray(b'\x01\x10\x00\x00\x00')
2023-10-01 12:49:20,930 root DEBUG iutctl_common.py          97    read                      : Received data: {''}, bytearray(b'')
2023-10-01 12:49:20,930 root DEBUG gap.py                    964   gap_command_rsp_succ      : received Header(svc_id=1, op=16, ctrl_index=0, data_len=0) (b'',)
2023-10-01 12:49:20,931 root DEBUG testcase.py               246   start                     : Starting test function: class=<class 'autopts.ptsprojects.testcase.TestFunc'>, func=<function set_pts_addr at 0x0000011FA7F70160> start_wid=None stop_wid=None post_wid=None skip_call=None call_count=1 args=('C0:07:E8:79:0D:90', 0) kwds={}
2023-10-01 12:49:20,931 root DEBUG testcase.py               258   start                     : Test function parameters: args=('C0:07:E8:79:0D:90', 0), kwds={}
2023-10-01 12:49:20,931 root DEBUG testcase.py               246   start                     : Starting test function: class=<class 'autopts.ptsprojects.testcase.TestFunc'>, func=<function gatts_add_svc at 0x0000011FA7F812D0> start_wid=None stop_wid=None post_wid=None skip_call=None call_count=1 args=(0, 'AA51') kwds={}
2023-10-01 12:49:20,931 root DEBUG testcase.py               258   start                     : Test function parameters: args=(0, 'AA51'), kwds={}
2023-10-01 12:49:20,931 root DEBUG gatt.py                   124   gatts_add_svc             : gatts_add_svc 0 'AA51'
2023-10-01 12:49:20,931 root DEBUG iutctl_common.py          104   send                      : send, 2 2 0 "bytearray(b'\\x00\\x02\\xaaQ')"
2023-10-01 12:49:20,931 root DEBUG iutctl_common.py          109   send                      : sending frame '02020004000002aa51'
2023-10-01 12:49:20,932 root DEBUG gatt.py                   1141  gatt_command_rsp_succ     : gatt_command_rsp_succ
2023-10-01 12:49:20,932 root DEBUG iutctl_common.py          217   read                      : read
2023-10-01 12:49:20,976 root DEBUG iutctl_common.py          72    read                      : Read 5 bytes
2023-10-01 12:49:20,981 root DEBUG iutctl_common.py          81    read                      : Received: hdr: Header(svc_id=2, op=0, ctrl_index=0, data_len=1) bytearray(b'\x02\x00\x00\x01\x00')
2023-10-01 12:49:20,996 root DEBUG iutctl_common.py          89    read                      : Read 1 bytes data
2023-10-01 12:49:21,008 root DEBUG iutctl_common.py          97    read                      : Received data: {'02'}, bytearray(b'\x02')
2023-10-01 12:49:21,013 root DEBUG gatt.py                   1146  gatt_command_rsp_succ     : received Header(svc_id=2, op=0, ctrl_index=0, data_len=1) (b'\x02',)
2023-10-01 12:49:21,013 root ERROR client.py                 896   run_test_case_thread_entry : Error opcode in response!
Traceback (most recent call last):
  File "C:\work\autopts\auto-pts\autopts\client.py", line 878, in run_test_case_thread_entry
    test_case.pre_run()
  File "C:\work\autopts\auto-pts\autopts\ptsprojects\testcase.py", line 751, in pre_run
    cmd.start()
  File "C:\work\autopts\auto-pts\autopts\ptsprojects\testcase.py", line 260, in start
    self.func(*args, **self.kwds)
  File "C:\work\autopts\auto-pts\autopts\pybtp\btp\gatt.py", line 137, in gatts_add_svc
    gatt_command_rsp_succ()
  File "C:\work\autopts\auto-pts\autopts\pybtp\btp\gatt.py", line 1148, in gatt_command_rsp_succ
    btp_hdr_check(tuple_hdr, defs.BTP_SERVICE_ID_GATT)
  File "C:\work\autopts\auto-pts\autopts\pybtp\btp\btp.py", line 354, in btp_hdr_check
    raise BTPError("Error opcode in response!")
autopts.pybtp.types.BTPError: Error opcode in response!
2023-10-01 12:49:21,016 root DEBUG client.py                 820   get_error_code            : get_error_code returning error code 'BTP ERROR' for exception BTPError('Error opcode in response!')
2023-10-01 12:49:22,018 root DEBUG testcase.py               758   post_run                  : post_run GAP GAP/ADV/BV-01-C BTP ERROR
2023-10-01 12:49:22,018 root DEBUG testcase.py               246   start                     : Starting test function: class=<class 'autopts.ptsprojects.testcase.TestFuncCleanUp'>, func=<bound method Stack.cleanup of <autopts.ptsprojects.stack.Stack object at 0x0000011FA922DFF0>> start_wid=None stop_wid=None post_wid=None skip_call=None call_count=1 args=() kwds={}
2023-10-01 12:49:22,018 root DEBUG testcase.py               258   start                     : Test function parameters: args=(), kwds={}
2023-10-01 12:49:22,018 root DEBUG client.py                 289   clear_pending_responses   : CallbackThread.clear_pending_responses
2023-10-01 12:49:22,019 root DEBUG testcase.py               246   start                     : Starting test function: class=<class 'autopts.ptsprojects.testcase.TestFuncCleanUp'>, func=<bound method ZephyrCtl.stop of <autopts.ptsprojects.zephyr.iutctl.ZephyrCtl object at 0x0000011FA7D72B90>> start_wid=None stop_wid=None post_wid=None skip_call=None call_count=1 args=() kwds={}
2023-10-01 12:49:22,019 root DEBUG testcase.py               258   start                     : Test function parameters: args=(), kwds={}
2023-10-01 12:49:22,019 root DEBUG iutctl.py                 247   stop                      : <class 'autopts.ptsprojects.zephyr.iutctl.ZephyrCtl'>.stop
2023-10-01 12:49:22,019 root DEBUG rtt.py                    226   stop                      : <class 'autopts.rtt.RTTLogger'>.stop
2023-10-01 12:49:22,019 root DEBUG rtt.py                    101   stop                      : <class 'autopts.rtt.RTT'>.stop
2023-10-01 12:49:22,048 root DEBUG __init__.py               48    reset                     : About to reset DUT: 'nrfjprog -r -s 1050060770'
2023-10-01 12:49:22,892 root DEBUG iutctl_common.py          72    read                      : Read 5 bytes
2023-10-01 12:49:22,892 root DEBUG iutctl_common.py          81    read                      : Received: hdr: Header(svc_id=0, op=128, ctrl_index=255, data_len=0) bytearray(b'\x00\x80\xff\x00\x00')
2023-10-01 12:49:22,892 root DEBUG iutctl_common.py          97    read                      : Received data: {''}, bytearray(b'')
2023-10-01 12:49:22,924 root DEBUG btp.py                    678   event_handler             : event_handler Header(svc_id=0, op=128, ctrl_index=255, data_len=0) (b'',)
2023-10-01 12:49:22,924 root DEBUG core.py                   28    core_iut_ready_ev         : core_iut_ready_ev
2023-10-01 12:49:22,924 root DEBUG iutctl.py                 263   stop                      : IUT ready event received OK
2023-10-01 12:49:26,945 root DEBUG testcase.py               783   post_run                  : post_run, cleanup running pre test case script
2023-10-01 12:49:26,948 root DEBUG testcase.py               793   post_run                  : post_run, run post test case script
2023-10-01 12:49:27,779 root DEBUG client.py                 915   run_test_case_thread_entry : Done TestCase wrapper GAP GAP/ADV/BV-01-C
